decision_step,minute,c_uf,v_buf,c_aver,m_fp,price,q_uf,q_fp,q_fp_cmd,energy_cost_step,total_energy_cost,reward,safety_violation,dry_run_violation,low_conc_violation,low_buffer_fp_guarded,fp_busy,fp_total_cycles
133,665,0.704720139503479,14.853656768798828,0.7087501883506775,160.07554626464844,1.159999966621399,12.102602005004883,0.0,21.91755485534668,2.9411267356870665,200.16372910382395,-2.6470140621183598,False,False,False,False,False,8
134,670,0.7042884826660156,14.360871315002441,0.7084276676177979,162.5953826904297,1.159999966621399,13.601583480834961,19.51500701904297,19.51500701904297,3.1468876094637928,203.31061671328777,-0.31236582614957964,False,False,False,False,False,8
135,675,0.7036950588226318,13.639363288879395,0.7080379128456116,165.65512084960938,1.159999966621399,15.063702583312988,23.721799850463867,23.721799850463867,3.3178870825729403,206.6285037958607,0.07364130025746274,False,False,False,False,False,8
136,680,0.7031766772270203,13.269455909729004,0.707614004611969,168.19764709472656,1.159999966621399,15.29761791229248,19.736499786376953,19.736499786376953,3.1780541967350437,209.80655799259574,-0.31772771714758763,False,False,False,False,False,8
137,685,0.7029842138290405,13.061767578125,0.707231879234314,170.29452514648438,1.159999966621399,13.80546760559082,16.2977294921875,16.2977294921875,3.0708448087629043,212.87740280135858,-0.6668842366574652,False,False,False,False,False,8
138,690,0.703025758266449,12.829200744628906,0.7069087028503418,172.2402801513672,0.75,12.349143981933594,15.13995361328125,15.13995361328125,3.0317151872077384,215.90911798856632,-0.7827868172165902,False,False,False,False,False,8
139,695,0.7032697796821594,12.544801712036133,0.7066524028778076,174.06683349609375,0.75,10.812687873840332,14.225475311279297,14.225475311279297,1.9411717853200892,217.85028977388643,0.0795017005783365,False,False,False,False,False,8
140,700,0.7036458253860474,12.354201316833496,0.7064575552940369,175.58290100097656,0.75,9.528613090515137,11.81580924987793,11.81580924987793,1.9150303913106006,219.76532016519707,-0.20745828861485482,False,False,False,False,False,8
141,705,0.7040703892707825,11.859529495239258,0.7063089609146118,177.45826721191406,0.75,8.687987327575684,14.624055862426758,14.624055862426758,1.936126593557651,221.7014467587547,0.132859172788111,False,False,False,False,False,8
142,710,0.7045747637748718,11.251041412353516,0.706203818321228,179.38587951660156,0.75,7.7356367111206055,15.037494659423828,15.037494659423828,1.9377076377892657,223.639154396544,0.18367480637194533,False,False,False,False,False,8
143,715,0.7049753069877625,11.358148574829102,0.7061249017715454,180.2250213623047,0.75,7.832943439483643,6.547650146484375,16.369125366210938,1.9109805075938453,225.55013490413788,-0.880739593358334,False,False,False,False,True,9
144,720,0.7053012847900391,12.023736953735352,0.7060722708702087,180.2250213623047,0.75,7.987059116363525,0.0,11.720853805541992,1.8826427905105487,227.43277769464842,-1.6943785114594938,False,False,False,False,True,9
145,725,0.7054848074913025,11.952336311340332,0.7060338854789734,181.44566345214844,0.75,8.671915054321289,9.528730773925782,15.881217956542969,1.924194430813433,229.35697212546188,-0.5111314094750219,False,False,False,False,False,9
146,730,0.7056652307510376,11.280157089233398,0.706006646156311,183.60462951660156,0.75,8.788703918457031,16.85485076904297,16.85485076904297,1.9637068974428558,231.32067902290473,0.3916210367449433,False,False,False,False,False,9
147,735,0.7057130932807922,10.4336519241333,0.7059836983680725,186.1417694091797,0.75,9.650779724121094,19.80884552001953,19.80884552001953,2.0159521380158294,233.33663116092055,0.7227860390074508,False,False,False,False,False,9
148,740,0.7057676911354065,10.090681076049805,0.7059648633003235,187.9367218017578,0.75,9.899473190307617,14.01512336730957,14.01512336730957,1.9346981517171833,235.2713293126378,0.05372826731673874,False,False,False,False,False,9
149,745,0.7060741782188416,9.934526443481445,0.705964207649231,189.2916259765625,0.75,8.7057523727417,10.579599380493164,10.579599380493164,1.9043165627589045,237.1756458753967,-0.35897948184004935,False,False,False,False,False,9
150,750,0.70648592710495,9.35677719116211,0.7059889435768127,191.20635986328125,0.75,8.017539024353027,14.950532913208008,14.950532913208008,1.9375328779333687,239.11317875333012,0.17095463483730544,False,False,False,False,False,9
151,755,0.7067445516586304,8.517240524291992,0.7060409784317017,193.61317443847656,0.75,8.716233253479004,18.790674209594727,18.790674209594727,1.993739603571945,241.10691835690204,0.6124489154754784,False,False,False,False,False,9
152,760,0.7071022987365723,8.275633811950684,0.7061140537261963,195.03582763671875,0.75,8.205683708190918,11.104965209960938,11.104965209960938,1.905746191795098,243.0126645486972,-0.2925214589811842,False,False,False,False,False,9
153,765,0.7075573205947876,7.730245113372803,0.7062121033668518,196.84666442871094,0.75,7.586766242980957,14.131431579589844,14.131431579589844,1.9278296139455766,244.94049416264275,0.07578149374565246,False,False,False,False,False,9
154,770,0.7078590989112854,6.806054592132568,0.7063547372817993,199.33352661132812,0.75,8.3098783493042,19.400163650512695,19.400163650512695,2.003348935291216,246.94384309793392,0.6838483958677726,False,False,False,False,False,9
155,775,0.7080303430557251,7.051590919494629,0.7065269947052002,200.12745666503906,0.75,9.137887001037598,6.191448211669922,15.478620529174805,1.9107721473445372,248.85461524527844,-0.9257683914935355,False,False,False,False,True,10
156,780,0.7082428932189941,7.813061714172363,0.7066860795021057,200.12745666503906,0.75,9.13764762878418,0.0,12.649862289428711,1.8864444382090262,250.7410596834875,-1.6977999943881237,False,False,False,False,True,10
157,785,0.7082850933074951,7.862563133239746,0.7068483829498291,201.373291015625,0.75,10.297375679016113,9.703360748291015,16.17226791381836,1.9329974560433492,252.67405713953085,-0.4938587303500239,False,False,False,False,False,10
158,790,0.7080841660499573,7.3764190673828125,0.7070134282112122,203.6802520751953,0.75,12.126916885375977,17.96064567565918,17.96064567565918,1.9967666031905464,254.6708237427214,0.509870726660085,False,False,False,False,False,10
159,795,0.7080575227737427,7.342099666595459,0.7071461081504822,205.243408203125,0.75,11.752335548400879,12.164167404174805,12.164167404174805,1.9288652569515583,256.59968899967294,-0.1728217977910378,False,False,False,False,False,10
160,800,0.7083954811096191,7.327399730682373,0.7072664499282837,206.53428649902344,0.75,9.865159034729004,10.041559219360352,10.041559219360352,1.9060060927325726,258.5056950924054,-0.42452004377842334,False,False,False,False,False,10
161,805,0.7089890837669373,6.9714884757995605,0.7074040770530701,208.1267547607422,0.75,8.11176872253418,12.382701873779297,12.382701873779297,1.914143260865551,260.41983835327085,-0.13026454080745653,False,False,False,False,False,10
162,810,0.709561824798584,6.1983962059021,0.7075901627540588,210.31671142578125,0.75,7.743396759033203,17.0205020904541,17.0205020904541,1.9628266252386486,262.3826649785094,0.42341451399148244,False,False,False,False,False,10
163,815,0.709967851638794,5.335142612457275,0.707851231098175,212.72593688964844,0.75,8.353080749511719,18.71212387084961,18.71212387084961,1.9911902448214647,264.37385522333085,0.6171482491391824,False,False,False,False,False,10
164,820,0.7103016972541809,4.8285136222839355,0.7081677317619324,214.62718200683594,0.75,8.674254417419434,14.753805160522461,14.753805160522461,1.9374573508716146,266.3113125742025,0.15753864820136232,False,False,False,False,False,10
165,825,0.7108398675918579,4.437140941619873,0.7084859013557434,216.19558715820312,0.75,7.462641716003418,12.159111022949219,12.159111022949219,1.910714466487537,268.22202704068997,-0.15123270286794255,False,False,False,False,False,10
166,830,0.7116737961769104,3.8990557193756104,0.7087928056716919,217.73521423339844,0.75,5.467502117156982,11.92452621459961,11.92452621459961,1.9052584988074097,270.1272855394974,-0.1751080119947075,False,False,False,False,False,10
167,835,0.7125596404075623,3.0258092880249023,0.7091717720031738,219.68557739257812,0.75,4.611293315887451,15.090251922607422,15.090251922607422,1.9328239284032613,272.0601094679007,0.2108142386043852,False,False,False,False,False,10
168,840,0.7132568359375,3.117328405380249,0.7097026109695435,220.21392822265625,0.75,5.183209419250488,4.084979629516601,20.424898147583008,1.905035942126024,273.9651454100267,-1.1861736544363903,False,False,False,False,True,11
169,845,0.7136076092720032,3.6983044147491455,0.7102965116500854,220.21392822265625,0.75,6.971711158752441,0.0,17.26416015625,1.8800828748469132,275.8452282848735,-1.6920745873622218,False,False,False,False,True,11
170,850,0.7137492299079895,3.364917516708374,0.7109137177467346,221.83102416992188,0.75,8.446697235107422,12.447340393066407,15.559175491333008,1.933456858518818,277.77868514339224,-0.12301579602621682,False,False,False,False,False,11
171,855,0.7138440608978271,2.485429048538208,0.7116235494613647,224.40475463867188,0.75,9.220993041992188,19.774852752685547,19.774852752685547,2.0135747471598013,279.79225989055215,0.7615079131864309,False,False,False,False,False,11
172,860,0.7139560580253601,1.6788629293441772,0.7124155759811401,226.9215087890625,0.75,9.613961219787598,19.292755126953125,19.292755126953125,2.006092648474594,281.7983525390267,0.7112654114296075,False,False,False,False,False,11
173,865,0.7143210768699646,1.424024224281311,0.7131025195121765,228.42965698242188,0.75,8.476044654846191,11.534109115600586,11.534109115600586,1.9092982614598992,283.70765080048676,-0.21021601220236974,False,False,False,False,False,11
174,870,0.714950442314148,0.6607984900474548,0.7139230966567993,230.52993774414062,0.75,6.8696136474609375,16.028322219848633,16.028322219848633,1.9473921748355587,285.6550429753222,0.3476223497315041,False,False,False,False,False,11
175,875,0.7156710028648376,0.8733954429626465,0.7146667838096619,230.98190307617188,0.75,5.991536617279053,3.4403736114501955,17.201868057250977,1.8949212631201442,287.5499642384424,-1.2534614257841614,False,False,False,True,False,11
176,880,0.7161288857460022,0.7484064698219299,0.7153990864753723,232.12628173828125,0.75,7.190857887268066,8.690725708007813,14.484542846679688,1.9104789933541206,289.4604432317966,-0.5750475372955952,False,False,False,True,False,11
177,885,0.7165180444717407,0.8077774047851562,0.7159854173660278,233.03712463378906,0.75,7.615393161773682,6.90294189453125,17.257354736328125,1.9153387926976952,291.37578202449424,-0.8129543156020411,False,False,False,True,False,11
178,890,0.7166826128959656,0.6929865479469299,0.7164251804351807,234.41943359375,0.75,9.080917358398438,10.458407592773437,17.430679321289062,1.938342786271227,293.3141248107654,-0.36219986528712944,False,False,False,True,False,11
179,895,0.7168734669685364,0.8136974573135376,0.7166684865951538,235.45872497558594,0.75,9.30243968963623,7.853908538818359,13.089847564697266,1.9091438919989818,295.2232687027643,-0.678944834499696,False,False,False,True,False,11
180,900,0.717224657535553,0.8555556535720825,0.716934859752655,236.52914428710938,0.75,8.586169242858887,8.083870697021485,13.47311782836914,1.9085597780016,297.131828480766,-0.6472813324161621,False,False,False,True,False,11
181,905,0.7175247073173523,0.7146429419517517,0.7172619700431824,237.93609619140625,0.75,8.924784660339355,10.615737533569336,17.692895889282227,1.940160605233114,299.07198908599906,-0.3391919967439445,False,False,False,True,False,11
182,910,0.7176163792610168,0.953842282295227,0.7174785137176514,238.9254150390625,0.75,10.328123092651367,7.457730865478515,18.64432716369629,1.934039197726175,301.0060282837253,-0.7513199810032769,False,False,False,True,False,11
183,915,0.7176796793937683,0.9753451347351074,0.7175998687744141,240.33541870117188,0.75,10.881781578063965,10.623747253417969,13.279684066772461,1.9250524673454763,302.93108075107074,-0.6311301502138047,False,False,False,False,True,12
184,920,0.7178138494491577,1.8730896711349487,0.7176753282546997,240.33541870117188,0.75,10.772933959960938,0.0,17.23337745666504,1.8937539715009009,304.8248347225716,-1.7043785743508109,False,False,False,False,True,12
185,925,0.7177197933197021,2.600437879562378,0.7177019715309143,240.82814025878906,0.75,12.438572883605957,3.710394287109375,18.551971435546875,1.9248095884030447,306.7496443109746,-1.6929107208104446,False,False,False,False,False,12
186,930,0.7174261212348938,2.396556854248047,0.7176295518875122,243.04652404785156,0.75,14.259654998779297,16.706226348876953,16.706226348876953,1.994958035178755,308.7446023461532,-1.6179914996726468,False,False,False,False,False,12
187,935,0.7173523306846619,2.3563952445983887,0.7175297737121582,244.90423583984375,0.75,13.512173652648926,13.99411392211914,13.99411392211914,1.9569488194777986,310.7015511656311,-1.6126368941615514,False,False,False,False,False,12
188,940,0.7174177169799805,2.2124874591827393,0.7174773216247559,246.83241271972656,0.75,12.801770210266113,14.528663635253906,14.528663635253906,1.9567630867851815,312.65831425241623,-1.6068329584718402,False,False,False,False,False,12
189,945,0.7177963256835938,2.147116184234619,0.7175428867340088,248.3500518798828,0.75,10.651348114013672,11.435802459716797,11.435802459716797,1.9176522173687713,314.5759664697851,-1.604474981132177,False,False,False,False,False,12
190,950,0.7182005643844604,1.599521279335022,0.7177451252937317,250.54371643066406,0.75,9.952446937561035,16.52358627319336,16.52358627319336,1.9637716295076457,316.5397380992928,-1.591902115715763,False,False,False,False,False,12
191,955,0.7187367677688599,1.2480813264846802,0.7180915474891663,252.24705505371094,0.75,8.602869033813477,12.820148468017578,12.820148468017578,1.9191051272334088,318.4588432265263,-1.5909270124620758,False,False,False,False,False,12
192,960,0.719224214553833,0.9259405136108398,0.7185922861099243,253.86729431152344,1.0399999618530273,8.313398361206055,12.179088592529297,12.179088592529297,1.913244391102566,320.3720876176288,-1.5923013666615915,False,False,False,False,False,12
193,965,0.7197055220603943,0.7675268054008484,0.7191506624221802,255.17359924316406,1.0399999618530273,7.9021315574646,9.80309600830078,16.33849334716797,2.6697732130307616,323.04186083065946,-2.298291423526944,False,False,False,True,False,12
194,970,0.7198420763015747,0.9380781650543213,0.7195680141448975,256.1960144042969,1.0399999618530273,9.706859588623047,7.660243225097656,19.15060806274414,2.6829102659859796,325.7247710966454,-2.3328252081196927,False,False,False,True,False,12
195,975,0.7196893692016602,0.9510151743888855,0.719684898853302,257.73944091796875,1.0399999618530273,11.708747863769531,11.55350341796875,14.441879272460938,2.6881859378336985,328.4129570344791,-2.295892414797154,False,False,False,True,False,12
196,980,0.7194623351097107,0.9486777782440186,0.7195655107498169,259.4453125,1.0399999618530273,12.740403175354004,12.768452453613282,15.960565567016602,2.716980838301255,331.1299378727803,-2.30881396833571,False,False,False,True,False,12
197,985,0.7192763686180115,1.4700862169265747,0.7194091081619263,260.3511962890625,1.0399999618530273,13.039670944213867,6.782769012451172,16.95692253112793,2.6904680445381453,333.8204059173185,-2.3489504712585068,False,False,False,False,True,13
198,990,0.7190364003181458,2.621087074279785,0.71928471326828,260.3511962890625,1.0399999618530273,13.812009811401367,0.0,16.361896514892578,2.6548067399055206,336.4752126572239,-2.3893260659149687,False,False,False,False,True,13
199,995,0.7186782360076904,2.981984853744507,0.7191147208213806,261.77996826171875,1.0399999618530273,15.040410995483398,10.709636306762695,17.849393844604492,2.748361829977228,339.2235744872012,-2.359224330427268,False,False,False,False,False,13
200,1000,0.7183990478515625,3.1279780864715576,0.7189007997512817,263.55279541015625,1.0399999618530273,15.047199249267578,13.295280456542969,13.295280456542969,2.7243080309446626,341.94788251814583,-2.3100504682697385,False,False,False,False,False,13
201,1005,0.7182683944702148,2.706117868423462,0.7186943888664246,266.13702392578125,1.0399999618530273,14.330570220947266,19.392894744873047,19.392894744873047,2.8270693584803084,344.77495187662623,-2.337625448135948,False,False,False,False,False,13
202,1010,0.7183920741081238,2.783336877822876,0.7185825109481812,267.68902587890625,1.0399999618530273,12.579854011535645,11.65322494506836,11.65322494506836,2.6773949998771873,347.4523468765035,-2.2854944964671455,False,False,False,False,False,13
203,1015,0.7185331583023071,2.3779354095458984,0.7185508608818054,269.93890380859375,1.0399999618530273,12.032254219055176,16.897071838378906,16.897071838378906,2.7459401282378035,350.1982870047412,-2.2913568456411597,False,False,False,False,False,13
204,1020,0.7187851071357727,1.8869788646697998,0.7186077237129211,272.17413330078125,1.0399999618530273,10.895736694335938,16.787216186523438,16.787216186523438,2.7344862452603724,352.93277325000145,-2.2822180517345743,False,False,False,False,False,13
205,1025,0.71893310546875,1.6397719383239746,0.7187274694442749,274.04364013671875,1.0399999618530273,11.070125579833984,14.03660774230957,14.03660774230957,2.6911084376743095,355.6238816876758,-2.272437393764892,False,False,False,False,False,13
206,1030,0.719202995300293,1.08906888961792,0.7189260125160217,276.25469970703125,1.0399999618530273,9.98531723022461,16.593753814697266,16.593753814697266,2.7246130268047013,358.34849471448064,-2.27526674831652,False,False,False,False,False,13
207,1035,0.7194492220878601,0.6964954137802124,0.7192403674125671,278.1779479980469,1.0399999618530273,9.712215423583984,14.423097229003906,18.028871536254883,2.7256649561923423,361.07415967067294,-2.2992393250442165,False,False,False,True,False,13
208,1040,0.7196014523506165,0.9385859966278076,0.7194511294364929,279.12310791015625,1.0399999618530273,9.986613273620605,7.081526184082032,11.802543640136719,2.643149125159047,363.71730879583197,-2.3032218340412287,False,False,False,True,False,13
209,1045,0.7197605967521667,1.0685259103775024,0.7196179032325745,280.2225341796875,1.0399999618530273,9.792821884155273,8.233543395996094,13.722572326660156,2.6547918597635274,366.37210065559543,-2.301357660596517,False,False,False,False,True,14
210,1050,0.7198464870452881,1.911994457244873,0.7197036743164062,280.2225341796875,1.0399999618530273,10.121623039245605,0.0,14.501220703125,2.6215681954956387,368.9936688510912,-2.359411375946075,False,False,False,False,True,14
211,1055,0.7197139263153076,2.399495840072632,0.719723105430603,280.97906494140625,1.0399999618530273,11.511439323425293,5.6614227294921875,14.153556823730469,2.657519046790513,371.65118789788164,-2.331244484439076,False,False,False,False,False,14
212,1060,0.7193170785903931,1.9461666345596313,0.7196017503738403,283.5157775878906,1.0399999618530273,13.545289993286133,18.985240936279297,18.985240936279297,2.8073066414751695,374.45849453935676,-2.3236389027410547,False,False,False,False,False,14
213,1065,0.7188199162483215,1.9066671133041382,0.7192915678024292,285.5686340332031,1.0399999618530273,14.899518013000488,15.373512268066406,15.373512268066406,2.751425242565772,377.20991978192257,-2.3120542478686605,False,False,False,False,False,14
214,1070,0.7184413075447083,1.904740810394287,0.7189279794692993,287.55303955078125,1.0399999618530273,14.853497505187988,14.87661361694336,14.87661361694336,2.7430339736291467,379.95295375555185,-2.30997794450159,False,False,False,False,False,14
215,1075,0.718341588973999,1.7631769180297852,0.7186633348464966,289.5649108886719,1.0399999618530273,13.399091720581055,15.097858428955078,15.097858428955078,2.728297991725468,382.68125174727726,-2.2945195850805797,False,False,False,False,False,14
216,1080,0.7184444069862366,1.7405657768249512,0.7185502648353577,291.1919250488281,1.0399999618530273,11.946393966674805,12.217727661132812,12.217727661132812,2.676936472745793,385.35818822002295,-2.2790809096264946,False,False,False,False,False,14
217,1085,0.7187086343765259,1.5453214645385742,0.7185829877853394,292.9009704589844,1.0399999618530273,10.492944717407227,12.83587646484375,12.83587646484375,2.6721225635351513,388.030310783558,-2.268186287083532,False,False,False,False,False,14
218,1090,0.7190770506858826,1.1361002922058105,0.7187639474868774,294.7893371582031,1.0399999618530273,9.268158912658691,14.178812026977539,14.178812026977539,2.6813810081504554,390.71169179170835,-2.2621728705517747,False,False,False,False,False,14
219,1095,0.7194527983665466,0.8798014521598816,0.7190812230110168,296.34942626953125,1.0399999618530273,8.629537582397461,11.705123901367188,11.705123901367188,2.6498361449810623,393.3615279366894,-2.260046423442707,False,False,False,False,False,14
220,1100,0.7196953296661377,0.9057466983795166,0.7194175124168396,297.5052795410156,1.0399999618530273,8.975164413452148,8.663821792602539,14.439702987670898,2.6561176461938576,396.0176455828833,-2.2980366865021638,False,False,False,True,False,14
221,1105,0.7196270227432251,0.9308662414550781,0.7195744514465332,298.8946838378906,1.0399999618530273,10.706252098083496,10.404817199707031,17.34136199951172,2.6966799185562915,398.7143255014396,-2.315861431840227,False,False,False,True,False,14
222,1110,0.7193981409072876,1.2189950942993164,0.7195048332214355,300.03228759765625,1.0399999618530273,11.974907875061035,8.517361450195313,10.64670181274414,2.6576725196237865,401.3719980210634,-2.300896215094425,False,False,False,False,True,15
223,1115,0.7191851139068604,2.2455198764801025,0.7193951606750488,300.03228759765625,1.0399999618530273,12.318297386169434,0.0,16.65006446838379,2.6388790270897133,404.01087704815313,-2.3749911243807422,False,False,False,False,True,15
224,1120,0.7188248634338379,3.1812996864318848,0.7192472815513611,300.3536071777344,1.0399999618530273,13.637185096740723,2.407828140258789,12.039140701293945,2.6606881106463542,406.67156515879947,-2.3689140715218544,False,False,False,False,False,15
225,1125,0.7184486985206604,3.213198184967041,0.7190337777137756,302.20806884765625,1.0399999618530273,14.284355163574219,13.901573181152344,13.901573181152344,2.7217172170717974,409.39328237587114,-2.3011886620470063,False,False,False,False,False,15
226,1130,0.718181848526001,2.8813180923461914,0.7187813520431519,304.610107421875,1.0399999618530273,14.036748886108398,18.019309997558594,18.019309997558594,2.7905758570973447,412.18385823296836,-2.3193545783988583,False,False,False,False,False,15
227,1135,0.7180842161178589,2.9208292961120605,0.7185677289962769,306.29583740234375,1.0399999618530273,13.129413604736328,12.655279159545898,12.655279159545898,2.6931669263228746,414.87702515929124,-2.2889918675745826,False,False,False,False,False,15
228,1140,0.7181289196014404,2.5333213806152344,0.7184221148490906,308.52593994140625,1.159999966621399,12.101516723632812,16.751611709594727,16.751611709594727,2.7437604986659023,417.62078565795713,-2.2909774180990072,False,False,False,False,False,15
229,1145,0.7182086110115051,1.908589243888855,0.7183331847190857,311.06524658203125,1.159999966621399,11.584929466247559,19.081714630126953,19.081714630126953,3.112300807195309,420.7330864651524,-2.597925037748883,False,False,False,False,False,15
230,1150,0.7181897759437561,1.6069138050079346,0.718271017074585,313.1347351074219,1.159999966621399,11.934656143188477,15.55476188659668,15.55476188659668,3.034896895597114,423.7679833607495,-2.5658484095025056,False,False,False,False,False,15
231,1155,0.7182097434997559,1.2299739122390747,0.7182362079620361,315.2759094238281,1.159999966621399,11.57298755645752,16.09626579284668,16.09626579284668,3.041739657206863,426.8097230179563,-2.5662711050733535,False,False,False,False,False,15
232,1160,0.7182418704032898,0.9386755228042603,0.7182350158691406,317.2486267089844,1.159999966621399,11.335128784179688,14.830709457397461,14.830709457397461,3.01652750232226,429.8262505202785,-2.557058515891752,False,False,False,False,False,15
233,1165,0.718315064907074,0.8537805676460266,0.71827632188797,318.8359680175781,1.159999966621399,10.914318084716797,11.93305778503418,11.93305778503418,2.973263534154839,432.79951405443336,-2.548949368705715,False,False,False,False,False,15
234,1170,0.7184121608734131,0.844416618347168,0.7183505296707153,320.2569580078125,1.159999966621399,10.568305015563965,10.680672454833985,17.80112075805664,3.0132301241293793,435.8127441785628,-2.5982270297121026,False,False,False,True,True,16
235,1175,0.7182691097259521,1.8372329473495483,0.7183358073234558,320.2569580078125,1.159999966621399,11.913796424865723,0.0,15.647838592529297,2.93923182484531,438.751976003408,-2.6453086423607792,False,False,False,False,True,16
236,1180,0.7178750038146973,2.98121976852417,0.7182162404060364,320.2569580078125,1.159999966621399,13.727840423583984,0.0,13.26241683959961,2.960019814853201,441.7119958182612,-2.664017833367881,False,False,False,False,False,16
237,1185,0.717356264591217,2.8075881004333496,0.7179652452468872,322.5416259765625,1.159999966621399,15.098162651062012,17.18174171447754,17.18174171447754,3.1085023154686415,444.8204981337297,-2.61487869117245,False,False,False,False,False,16
238,1190,0.7168402671813965,2.9100341796875,0.7176055312156677,324.470458984375,1.159999966621399,15.74841594696045,14.519063949584961,14.519063949584961,3.06824672924356,447.88874486297334,-2.607116833011425,False,False,False,False,False,16
239,1195,0.7165067791938782,3.0299155712127686,0.7172576189041138,326.280029296875,1.159999966621399,15.075315475463867,13.636737823486328,13.636737823486328,3.043806937675247,450.93255180064847,-2.594660041113255,False,False,False,False,False,16
240,1200,0.7164605259895325,2.771141767501831,0.7170012593269348,328.4554748535156,1.159999966621399,13.304642677307129,16.409927368164062,16.409927368164062,3.066722740810687,453.9992745414593,-2.586013544274129,False,False,False,False,False,16
241,1205,0.7165514826774597,2.2916083335876465,0.7168372869491577,330.8172607421875,1.159999966621399,12.073149681091309,17.827550888061523,17.827550888061523,3.0845415807033874,457.0838161221626,-2.5871446329478465,False,False,False,False,False,16
242,1210,0.716666042804718,2.0652217864990234,0.7167609930038452,332.6933288574219,1.159999966621399,11.450037002563477,14.166675567626953,14.166675567626953,3.0069419652211256,460.0907580873836,-2.556164301584886,False,False,False,False,False,16
243,1215,0.7168588042259216,1.9134999513626099,0.7167743444442749,334.32794189453125,1.159999966621399,10.524603843688965,12.345266342163086,12.345266342163086,2.974769004670177,463.0655270920538,-2.546521353137394,False,False,False,False,False,16
244,1220,0.717171311378479,1.5134414434432983,0.7168897390365601,336.1961669921875,1.159999966621399,9.306370735168457,14.107072830200195,14.107072830200195,2.989908617833457,466.0554357098873,-2.5414609798759917,False,False,False,False,False,16
245,1225,0.7174170613288879,0.9575607776641846,0.7171224355697632,338.2977600097656,1.159999966621399,9.190908432006836,15.86147689819336,15.86147689819336,3.019229648713418,469.07466535860084,-2.549178671870041,False,False,False,False,False,16
246,1230,0.7175644636154175,0.8285256028175354,0.7173727750778198,339.7569580078125,1.159999966621399,9.455944061279297,11.004365921020508,11.004365921020508,2.9534159209436996,472.02808127954444,-2.5413386993416727,False,False,False,False,False,16
247,1235,0.7176589369773865,1.4077832698822021,0.7175148725509644,340.1126708984375,1.159999966621399,9.632469177246094,2.681377410888672,13.40688705444336,2.9329595702933284,474.96104084983784,-2.611206474092063,False,False,False,False,True,17
248,1240,0.7175540924072266,2.309983015060425,0.7175450325012207,340.1126708984375,1.159999966621399,10.826395988464355,0.0,13.857364654541016,2.9294401289937473,477.89048097883153,-2.6364961160943725,False,False,False,False,True,17
249,1245,0.7172242403030396,2.4756195545196533,0.7174711227416992,341.50738525390625,1.159999966621399,12.496349334716797,10.508709716796876,13.135887145996094,2.9912659808108795,480.88174695964244,-2.5805613035744033,False,False,False,False,False,17
250,1250,0.7168909311294556,2.5675880908966064,0.7173025012016296,343.0965576171875,1.159999966621399,13.081442832946777,11.977819442749023,11.977819442749023,2.99552152175601,483.8772684813985,-2.5688360638076366,False,False,False,False,False,17
251,1255,0.7167158722877502,2.4593350887298584,0.7171165943145752,344.9333801269531,1.159999966621399,12.553132057189941,13.852169036865234,13.852169036865234,3.0133111766521017,486.8905796580505,-2.5650343136955183,False,False,False,False,False,17
252,1260,0.716623067855835,1.985110878944397,0.7169367671012878,347.3049011230469,0.75,12.204094886779785,17.894784927368164,17.894784927368164,3.0875166090535373,489.9780962671041,-2.589042463679022,False,False,False,False,False,17
253,1265,0.7166067957878113,1.8339380025863647,0.7168008089065552,349.1017761230469,0.75,11.751514434814453,13.565589904785156,13.565589904785156,1.9402826071430548,491.91837887424714,-1.6025044311838286,False,False,False,False,False,17
254,1270,0.7167096734046936,1.7816187143325806,0.7167495489120483,350.6302490234375,0.75,10.915048599243164,11.542879104614258,11.542879104614258,1.919727499001813,493.8381063732489,-1.6054781561045952,False,False,False,False,False,17
255,1275,0.7168822884559631,1.2309256792068481,0.7167880535125732,352.8617858886719,0.75,10.245203971862793,16.8535213470459,16.8535213470459,1.969636247534238,495.80774262078324,-1.59414836071166,False,False,False,False,False,17
256,1280,0.7170067429542542,1.0143150091171265,0.716891884803772,354.56610107421875,0.75,10.269428253173828,12.868755340576172,12.868755340576172,1.9261946511276578,497.7339372719108,-1.5972310942499925,False,False,False,False,False,17
257,1285,0.7170419692993164,0.8820204734802246,0.716982901096344,356.1898498535156,0.75,10.668925285339355,12.256460189819336,12.256460189819336,1.9234102149226646,499.6573474868335,-1.6011701244320415,False,False,False,False,False,17
258,1290,0.7170835733413696,0.859370231628418,0.7170426845550537,357.6328125,0.75,10.617575645446777,10.889378356933594,13.611722946166992,1.9260412766330466,501.5833887634665,-1.6179996128555645,False,False,False,True,False,17
259,1295,0.7171458601951599,0.9485113620758057,0.7170973420143127,358.8785400390625,0.75,10.469037055969238,9.399343490600586,9.399343490600586,1.9058294521803207,503.4892182156469,-1.6155874727626944,False,False,False,False,False,17
260,1300,0.7172028422355652,1.1076923608779907,0.7171549201011658,360.01202392578125,0.75,10.461286544799805,8.551114654541015,14.25185775756836,1.920656563755492,505.40987477940234,-1.6379128178181679,False,False,False,False,True,18
261,1305,0.7172114253044128,2.0031869411468506,0.7171782851219177,360.01202392578125,0.75,10.745935440063477,0.0,10.477180480957031,1.8936133241340112,507.3034881035363,-1.70425199172061,False,False,False,False,True,18
