decision_step,minute,c_uf,v_buf,c_aver,m_fp,price,q_uf,q_fp,q_fp_cmd,energy_cost_step,total_energy_cost,reward,safety_violation,fp_busy,fp_downtime_remain,fp_cycle_mass,fp_total_cycles,fp_batch_triggered
23,115,0.6927267909049988,0.04863627254962921,0.6927267909049988,7.057981491088867,0.46000000834465027,2.9181764125823975,9.396459579467773,9.396459579467773,1.1585734587745864,26.646303672905344,-900.6890022259813,False,False,0,7.057981326071499,0,False
24,120,0.6941965818405151,0.04822005704045296,0.6941965818405151,7.414970397949219,0.46000000834465027,2.8932034969329834,9.436126708984375,9.436126708984375,1.1586737692155373,27.804977442120876,-900.6858172191647,False,False,0,7.414970499200747,0,False
25,125,0.6956479549407959,0.048390552401542664,0.6956479549407959,7.773964881896973,0.46000000834465027,2.903433084487915,9.438484191894531,9.438484191894531,1.158682476560475,28.96365991868135,-900.6838196358191,False,False,0,7.77396509228605,0,False
26,130,0.697089672088623,0.047776203602552414,0.697089672088623,8.131149291992188,0.46000000834465027,2.866572141647339,9.532638549804688,9.532638549804688,1.158929641332739,30.122589560014084,-900.6858525016205,False,False,0,8.131149267865,0,False
27,135,0.6985090970993042,0.04807988926768303,0.6985090970993042,8.490813255310059,0.46000000834465027,2.884793281555176,9.509807586669922,9.509807586669922,1.1588713467232512,31.28146090673734,-900.6833200074079,False,False,0,8.49081347250802,0,False
28,140,0.6999008059501648,0.048956822603940964,0.6999008059501648,8.857775688171387,0.46000000834465027,2.9374094009399414,9.431828498840332,9.431828498840332,1.158672595784094,32.440133502521434,-900.6758429763956,False,False,0,8.85777583231807,0,False
29,145,0.7012366652488708,0.05252582207322121,0.7012366652488708,9.249188423156738,0.46000000834465027,3.1515493392944336,9.06818962097168,9.06818962097168,1.1577884187774283,33.59792192129885,-900.650596988752,False,False,0,9.249188420465785,0,False
30,150,0.7025511264801025,0.05367247015237808,0.7025511264801025,9.654570579528809,0.46000000834465027,3.2203481197357178,8.967352867126465,8.967352867126465,1.1575602543919485,34.75548217569078,-900.6364218076855,False,False,0,9.654570841733042,0,False
31,155,0.7038626670837402,0.053103718906641006,0.7038626670837402,10.059874534606934,0.46000000834465027,3.186223030090332,9.033724784851074,9.033724784851074,1.157712834266614,35.913195009957384,-900.6366379709838,False,False,0,10.059874421589253,0,False
32,160,0.7051539421081543,0.05376565083861351,0.7051539421081543,10.469991683959961,0.46000000834465027,3.2259390354156494,8.991921424865723,8.991921424865723,1.1576216357826703,37.07081664574006,-900.6317420719439,False,False,0,10.469991821849773,0,False
33,165,0.7065050005912781,0.04703216254711151,0.7065050005912781,10.841416358947754,0.46000000834465027,2.821929693222046,9.695473670959473,9.695473670959473,1.1593738430095422,38.230190488749585,-900.6720118444252,False,False,0,10.84141643613308,0,False
34,170,0.7077398896217346,0.05523885041475296,0.7077398896217346,11.25460147857666,0.46000000834465027,3.3143310546875,8.878449440002441,8.878449440002441,1.1573743580207765,39.38756484677037,-900.628452068796,False,False,0,11.254601289555712,0,False
35,175,0.7090052366256714,0.05174992233514786,0.7090052366256714,11.660454750061035,0.46000000834465027,3.1049952507019043,9.171029090881348,9.171029090881348,1.1580339296903939,40.54559877646075,-900.6363770893944,False,False,0,11.660454736882714,0,False
36,180,0.710289716720581,0.04826044291257858,0.710289716720581,12.04079818725586,0.46000000834465027,2.8956265449523926,9.530495643615723,9.530495643615723,1.1589304231639368,41.70452919962469,-900.6626942179968,False,False,0,12.040797899733482,0,False
37,185,0.7115122675895691,0.051837243139743805,0.7115122675895691,12.439512252807617,0.46000000834465027,3.110234498977661,9.1837797164917,9.1837797164917,1.1580677315742822,42.86259693119896,-900.6435462848239,False,False,0,12.439512573326516,0,False
38,190,0.712725043296814,0.05141347646713257,0.712725043296814,12.842667579650879,0.46000000834465027,3.084808588027954,9.195245742797852,9.195245742797852,1.1580902160250526,44.02068714722401,-900.6391262335396,False,False,0,12.842667534209488,0,False
39,195,0.7139115929603577,0.05240388214588165,0.7139115929603577,13.252885818481445,0.46000000834465027,3.144232988357544,9.093525886535645,9.093525886535645,1.1578494616644626,45.17853660888847,-900.6318465733239,False,False,0,13.252885476383662,0,False
40,200,0.7150422930717468,0.056503117084503174,0.7150422930717468,13.692010879516602,0.46000000834465027,3.3901870250701904,8.73127269744873,8.73127269744873,1.1570535836365217,46.33559019252499,-900.6022229064848,False,False,0,13.692010795171676,0,False
41,205,0.7160812020301819,0.06497962027788162,0.7160812020301819,14.192773818969727,0.46000000834465027,3.8987770080566406,8.07421875,8.07421875,1.1558397405272363,47.49142993305221,-900.5394924725116,False,False,0,14.192774089134645,0,False
42,210,0.717186689376831,0.0591188445687294,0.717186689376831,14.67140007019043,0.46000000834465027,3.547130584716797,8.502662658691406,8.502662658691406,1.1565934662118587,48.64802339926407,-900.5623083700924,False,False,0,14.671399838632931,0,False
43,215,0.7183401584625244,0.05306696146726608,0.7183401584625244,15.10378646850586,0.46000000834465027,3.1840176582336426,9.038299560546875,9.038299560546875,1.157723487945663,49.805746887209715,-900.6095644223149,False,False,0,15.10378655546921,0,False
44,220,0.7192965149879456,0.0705055370926857,0.7192965149879456,15.639488220214844,0.46000000834465027,4.230332374572754,7.756504535675049,7.756504535675049,1.1553902685440407,50.96113715575375,-900.5041491380664,False,False,0,15.63948865909249,0,False
45,225,0.7203624248504639,0.06071425974369049,0.7203624248504639,16.141963958740234,0.46000000834465027,3.642855644226074,8.323613166809082,8.323613166809082,1.1562451837192156,52.11738233947295,-900.5381460113467,False,False,0,16.141963313093036,0,False
46,230,0.7214130163192749,0.06062145158648491,0.7214130163192749,16.6297607421875,0.46000000834465027,3.637287139892578,8.374119758605957,8.374119758605957,1.1563493781460163,53.27373171761896,-900.5529175368637,False,False,0,16.629760216560815,0,False
47,235,0.7222878336906433,0.07726284861564636,0.7222878336906433,17.22633171081543,0.46000000834465027,4.635770797729492,7.367687702178955,7.367687702178955,1.154939253648861,54.428670971267834,-900.442873820641,False,False,0,17.22633172420383,0,False
48,240,0.7231449484825134,0.08102258294820786,0.7231449484825134,17.875747680664062,0.46000000834465027,4.861354827880859,7.157440185546875,7.157440185546875,1.1547450245364512,55.58341599580427,-900.3898544568665,False,False,0,17.875747789420167,0,False
49,245,0.72394859790802,0.08817752450704575,0.72394859790802,18.57938003540039,0.46000000834465027,5.290651321411133,6.93949031829834,6.93949031829834,1.1547237365630572,56.73813973236734,-900.3356196228807,False,False,0,18.57937952944622,0,False
50,250,0.7249434590339661,0.06964554637670517,0.7249434590339661,19.17595100402832,0.46000000834465027,4.178732872009277,7.898046493530273,7.898046493530273,1.155626768404432,57.893766500771775,-900.4434933975141,False,False,0,19.175950223496116,0,False
51,255,0.7257111072540283,0.09101440012454987,0.7257111072540283,19.88345718383789,0.46000000834465027,5.460864067077637,6.900074481964111,6.900074481964111,1.1548025594060298,59.04856906017781,-900.3318145477724,False,False,0,19.883457979189092,0,False
52,260,0.7263979911804199,0.5092849135398865,0.7261202335357666,20.032136917114258,0.46000000834465027,6.111419200897217,1.2899435997009276,6.449717998504639,1.1526397053762771,60.201208765554085,-180.88869602418993,False,True,6,0.03213768983781051,1,True
53,265,0.7272024154663086,0.9691318869590759,0.7264814972877502,20.032136917114258,0.46000000834465027,5.518163681030273,0.0,6.4480695724487305,1.1515458649941748,61.35275463054827,-1.0363912784947573,False,True,1,0.03213768983781051,1,False
54,270,0.7281606197357178,0.8777258396148682,0.7269302010536194,20.790544509887695,0.46000000834465027,4.4576005935668945,5.554473114013672,6.94309139251709,1.1535081065657165,62.50626273711398,-0.2797500483484723,False,False,0,0.790544937398483,1,False
55,275,0.7291296720504761,0.630265474319458,0.7276704907417297,21.759136199951172,0.46000000834465027,4.112855911254883,7.082380294799805,7.082380294799805,1.1542133007504238,63.660476037864385,-0.07020007647451165,False,False,0,1.7591368315993527,1,False
56,280,0.7297439575195312,0.6799322366714478,0.72873854637146,22.526887893676758,0.46000000834465027,6.193485736846924,5.597485065460205,5.597485065460205,1.153949734812625,64.81442577267703,-0.270804622807703,False,False,0,2.5268869701230123,1,False
57,285,0.7304960489273071,0.6083060503005981,0.7295553684234619,23.400678634643555,0.46000000834465027,5.492794513702393,6.352308750152588,6.352308750152588,1.154102860816184,65.96852863349322,-0.16490084967049579,False,False,0,3.400678695187082,1,False
58,290,0.7311100959777832,0.6308867931365967,0.7303783893585205,24.24375343322754,0.46000000834465027,6.383976459503174,6.113007068634033,6.113007068634033,1.154691336227968,67.12321996972118,-0.1961483732677578,False,False,0,4.243752524524496,1,False
59,295,0.7314722537994385,0.8759995698928833,0.7309792637825012,24.976974487304688,0.46000000834465027,8.245465278625488,5.304111957550049,5.304111957550049,1.1566583687750036,68.27987833849615,-0.30776978303581815,False,False,0,4.976975273386181,1,False
60,300,0.7316702008247375,1.298749327659607,0.7313140034675598,25.640939712524414,0.46000000834465027,9.868952751159668,4.795956134796143,4.795956134796143,1.1599525882049428,69.43983092670112,-0.37999306848169323,False,False,0,5.640939534288936,1,False
61,305,0.7323406934738159,1.3834421634674072,0.7316038012504578,26.489765167236328,0.46000000834465027,7.142123699188232,6.125809669494629,6.125809669494629,1.1556638841380038,70.59549481083916,-0.19127132052351858,False,False,0,6.489765709489621,1,False
62,310,0.7325859665870667,1.7677640914916992,0.7319743037223816,27.225906372070312,0.46000000834465027,9.918722152709961,5.306859493255615,5.306859493255615,1.1604807640855035,71.75597557492469,-0.3082913575924069,False,False,0,7.225907039574167,1,False
63,315,0.7329853773117065,2.0883421897888184,0.7322632074356079,27.975080490112305,0.46000000834465027,9.242280960083008,5.395344257354736,5.395344257354736,1.158842883764997,72.91481845868968,-0.2937850839795848,False,False,0,7.97508055098308,1,False
64,320,0.7328721880912781,2.813053846359253,0.7324970960617065,28.582063674926758,0.46000000834465027,13.064008712768555,4.367466926574707,4.367466926574707,1.1713503764866195,74.08616883517627,-0.44723219101304834,False,False,0,8.582063698807989,1,False
65,325,0.7325394153594971,3.757408618927002,0.7325491309165955,29.184144973754883,0.46000000834465027,15.662347793579102,4.3300909996032715,4.3300909996032715,1.1861640893336973,75.27233292450997,-0.465466057427147,False,False,0,9.18414532178117,1,False
66,330,0.73223477602005,4.636768817901611,0.7324900031089783,30.03034019470215,0.46000000834465027,16.638044357299805,6.085721969604492,6.085721969604492,1.194640582557743,76.46697350706769,-0.2289821536513399,False,False,0,10.030339692431799,1,False
67,335,0.7318161129951477,5.234777450561523,0.7323469519615173,31.5975341796875,0.46000000834465027,18.450414657592773,11.274309158325195,11.274309158325195,1.2221981572581195,77.68917166432583,0.4672157099920635,False,False,0,11.59753374395617,1,False
68,340,0.7311920523643494,5.5331902503967285,0.7320809960365295,34.02780532836914,0.46000000834465027,21.07450294494629,17.493549346923828,17.493549346923828,1.2899579020531111,78.97912956637892,1.2693094088702797,False,False,0,14.02780526467425,1,False
69,345,0.7301416993141174,5.379183769226074,0.7315475940704346,37.87334442138672,0.46000000834465027,25.864145278930664,27.71222496032715,27.71222496032715,1.523239493122578,80.50236905950146,2.4746232491281424,False,False,0,17.873344057612712,1,False
70,350,0.7292748689651489,6.089440822601318,0.7308847308158875,40.32896423339844,0.46000000834465027,26.244930267333984,17.721843338012697,29.536405563354492,1.4718189127817622,81.97418797228325,1.1309817455165336,False,True,8,0.328962824632832,2,True
71,355,0.7279101014137268,8.733412742614746,0.7301437854766846,40.32896423339844,0.46000000834465027,31.727659225463867,0.0,57.39937210083008,1.4438339167596386,83.4180218890429,-1.2994505250836748,False,True,3,0.328962824632832,2,False
72,360,0.7278608679771423,8.251509666442871,0.7297305464744568,44.140567779541016,0.46000000834465027,21.85846710205078,27.641302490234374,69.10325622558594,2.5737236179744,85.99174550701728,1.4952520522693127,False,False,0,4.140566133079105,2,False
73,365,0.7273674607276917,4.5242204666137695,0.729076623916626,53.58891296386719,0.46000000834465027,23.867036819458008,68.5945053100586,68.5945053100586,4.521410899155615,90.51315640617293,5.37907797528159,False,False,0,13.588913917600749,2,False
74,370,0.7250110507011414,4.743958473205566,0.7273134589195251,58.662410736083984,0.46000000834465027,39.596683502197266,36.9598274230957,36.9598274230957,2.228994341941259,92.74215074811418,3.0674033975130475,False,False,0,18.66241222286093,2,False
75,375,0.7228156924247742,6.756500720977783,0.7254418730735779,61.1999626159668,0.46000000834465027,42.71055603027344,18.56004943847656,46.400123596191406,2.2687151389820137,95.01086588709623,0.49570769390573055,False,True,7,1.1999635418504724,3,True
76,380,0.7221468687057495,9.332030296325684,0.724617063999176,61.1999626159668,0.46000000834465027,30.906354904174805,0.0,67.6336898803711,1.4216008904832622,96.43246677757948,-1.279440801434936,False,True,2,1.1999635418504724,3,False
77,385,0.7231276631355286,7.028438568115234,0.7243823409080505,66.88312530517578,0.46000000834465027,14.265233039855957,41.90833282470703,69.84722137451172,3.2331828723807896,99.66564964996027,2.773298427462716,False,False,0,6.883126554455899,3,False
78,390,0.7228211760520935,3.120957374572754,0.7239142656326294,75.9185791015625,0.46000000834465027,19.789527893066406,66.67930603027344,66.67930603027344,4.203235866265233,103.8688855162255,5.252542393578592,False,False,0,15.9185812276732,3,False
79,395,0.7195512652397156,5.975800037384033,0.7221630215644836,76.94052124023438,0.46000000834465027,41.82346725463867,7.565351486206055,7.565351486206055,1.8274061727601187,105.69629168898561,-0.6227285146051398,False,False,0,16.940518268552168,3,False
80,400,0.7165096402168274,7.657914161682129,0.7199796438217163,80.43252563476562,0.46000000834465027,46.138511657714844,25.953146362304686,64.88286590576172,3.1525475638621456,108.84883925284775,0.6547169462861877,False,True,7,0.4325280223142869,4,True
81,405,0.7159823775291443,9.969810485839844,0.7191162109375,80.43252563476562,0.46000000834465027,27.74275779724121,0.0,69.64482879638672,1.3464430726317487,110.19528232547948,-1.2117987653685738,False,True,2,0.4325280223142869,4,False
82,410,0.7168226838111877,7.612186431884766,0.7188163995742798,86.02413940429688,0.46000000834465027,13.654698371887207,41.94618530273438,69.91030883789062,3.2354758526919474,113.43075817817143,2.679679597246916,False,False,0,6.024135886983956,4,False
83,415,0.7161010503768921,3.5636961460113525,0.7180656790733337,95.22862243652344,0.46000000834465027,20.545854568481445,69.12773895263672,69.12773895263672,4.5524225806282175,117.98318075879968,5.107305617260761,False,False,0,15.228621826810112,4,False
84,420,0.7117611765861511,6.250558853149414,0.7153803706169128,97.11343383789062,0.75,46.46788787841797,14.22553825378418,14.22553825378418,2.102050984711642,120.08523174351132,-0.007037669339584829,False,False,0,17.113430043711006,4,False
85,425,0.7088361978530884,7.646581649780273,0.7129223942756653,100.59622955322266,0.75,43.189002990722656,26.436727905273436,66.0918197631836,4.977188946858562,125.06242069036989,-0.996672486095127,False,True,7,0.5962276097885848,5,True
86,430,0.7081579566001892,9.90674877166748,0.7119137048721313,100.59622955322266,0.75,27.122011184692383,0.0,69.70060729980469,2.1742656915350116,127.23668638190492,-1.9568391223815105,False,True,2,0.5962276097885848,5,False
87,435,0.708516001701355,7.772104263305664,0.7114317417144775,106.0666732788086,0.75,16.3585147857666,41.97425537109375,69.95709228515625,5.309460834209248,132.54614721611412,0.6919308552948369,False,False,0,6.066673215871745,5,False
88,440,0.7070102095603943,4.0666680335998535,0.7101024389266968,115.14486694335938,0.75,25.331344604492188,69.79657745361328,69.79657745361328,7.694921133842868,140.241068349957,2.152763872975596,False,False,0,15.144866109305923,5,False
89,445,0.7033401131629944,5.002793788909912,0.7070826292037964,118.94772338867188,0.75,40.66189193725586,29.42838478088379,29.42838478088379,3.3014023793640086,143.54247072932105,0.8315952014589323,False,False,0,18.947723452192463,5,False
90,450,0.699870228767395,7.68043327331543,0.7042753100395203,120.50570678710938,0.75,44.255043029785156,12.123368072509766,60.61684036254883,3.905638781467146,147.44810951078819,-1.9570911833837163,False,True,6,0.5057071721291777,6,True
91,455,0.6998780965805054,9.455676078796387,0.70346599817276,120.50570678710938,0.75,21.302913665771484,0.0,69.76403045654297,2.0200134486835806,149.46812295947183,-1.8180121038152226,False,True,1,0.5057071721291777,6,False
92,460,0.699881374835968,6.234619140625,0.702859103679657,127.6139144897461,0.75,17.327728271484375,55.980413818359374,69.97551727294922,6.448319782059836,155.91644274153168,1.3047190239255313,False,False,0,7.613913999908561,6,False
93,465,0.698333740234375,2.46020770072937,0.7010381817817688,136.42620849609375,0.75,24.3037052154541,69.59664154052734,69.59664154052734,7.618653111060816,163.53509585259246,1.9555061314755982,False,False,0,16.426207931338894,6,False
94,470,0.6938846111297607,5.127839088439941,0.6974579691886902,137.89564514160156,0.75,43.71784210205078,11.706263542175293,11.706263542175293,3.154643426159056,166.68973927875157,-1.3697456294394854,False,False,0,17.89564138544256,6,False
95,475,0.6907846331596375,6.443317413330078,0.6946831345558167,141.01524353027344,0.75,40.81443405151367,25.02869567871094,62.571739196777344,4.501867944698065,171.19160722344958,-0.9320803729433145,False,True,7,1.0152421627275032,7,True
96,480,0.6915497779846191,7.767543792724609,0.6941123604774475,141.01524353027344,0.75,15.890717506408691,0.0,69.69612121582031,1.9351896448146193,173.12679686826414,-1.7416706803331574,False,True,2,1.0152421627275032,7,False
97,485,0.6916151642799377,5.582535266876221,0.6936820149421692,146.195068359375,0.75,15.760233879089355,41.98033447265625,69.96722412109375,5.303980501394982,178.43077736965915,0.40624202383805574,False,False,0,6.195066637821043,7,False
98,490,0.6910839080810547,1.2731271982192993,0.6925351619720459,154.64158630371094,0.75,16.850784301757812,68.56368255615234,68.56368255615234,7.232572487489218,185.66334985714838,1.937206734238205,False,False,0,14.641588610799545,7,False
99,495,0.6863073110580444,4.4761481285095215,0.6892116665840149,154.97142028808594,0.75,41.132904052734375,2.696652889251709,2.696652889251709,2.9192227421680284,188.5825725993164,-2.2974704102304986,False,False,0,14.971418668520272,7,False
100,500,0.6840369701385498,3.4905595779418945,0.6866765022277832,160.3186798095703,0.75,32.23123550415039,44.05829772949219,55.072872161865234,4.568702547873252,193.1512751471896,1.2354342374133136,False,True,9,0.3186851990195123,8,True
101,505,0.6840019822120667,5.058579444885254,0.6858693957328796,160.3186798095703,0.75,18.816234588623047,0.0,56.907413482666016,1.9749285109226544,195.12620365811225,-1.777435659830389,False,True,4,0.3186851990195123,8,False
102,510,0.6846156120300293,4.941410064697266,0.6856146454811096,161.98609924316406,1.0399999618530273,12.453100204467773,13.859132385253906,69.29566192626953,2.995349739467717,198.12155339758,-1.0283964462158317,False,False,0,1.9861035183246258,8,False
103,515,0.6831644773483276,1.1125757694244385,0.6842914819717407,170.06021118164062,1.0399999618530273,21.241003036499023,67.18701171875,67.18701171875,9.696277393712084,207.81783079129204,-0.6525402729297269,False,False,0,10.060212899735774,8,False
104,520,0.6811509132385254,2.8793041706085205,0.6826656460762024,170.51724243164062,1.0399999618530273,25.024118423461914,3.8233768939971924,3.8233768939971924,2.927212515327824,210.74504330661986,-2.1774592954519107,False,False,0,10.517244868078905,8,False
105,525,0.6777327060699463,4.337034702301025,0.6805225014686584,172.5757598876953,1.0399999618530273,34.80567932128906,17.312915802001953,17.312915802001953,3.595036357664847,214.34007966428473,-1.1770173190940731,False,False,0,12.575760270883194,8,False
106,530,0.6771855354309082,0.5542082786560059,0.6777995824813843,180.4624786376953,1.0399999618530273,21.34596061706543,66.73987579345703,66.73987579345703,9.56246195693549,223.90254162122025,-0.719501605275866,False,True,10,0.4624744268492691,9,True
107,535,0.6765844225883484,2.2285804748535156,0.6770828366279602,180.4624786376953,1.0399999618530273,20.092466354370117,0.0,12.787068367004395,2.7687186470826557,226.67126026830294,-2.4918467823743904,False,True,5,0.4624744268492691,9,False
108,540,0.6745947599411011,4.471048355102539,0.67622309923172,180.4624786376953,1.0399999618530273,26.90961456298828,0.0,21.932880401611328,3.005308551285128,229.67656881958808,-2.7047776961566155,False,False,0,0.4624744268492691,9,False
109,545,0.6738027334213257,0.7342365980148315,0.6745181679725647,188.18922424316406,1.0399999618530273,21.358278274536133,66.20001983642578,66.20001983642578,9.400087974376175,239.07665679396422,-0.7333226367194872,False,False,0,8.18923096706834,9,False
110,550,0.6740390658378601,1.2346208095550537,0.6741188168525696,189.2341766357422,1.0399999618530273,14.998638153076172,8.994027137756348,8.994027137756348,2.686725740146799,241.7633825341111,-1.3731037157704344,False,False,0,9.234180417430025,9,False
111,555,0.671998918056488,2.613105058670044,0.6731343865394592,190.27029418945312,1.0399999618530273,25.47401237487793,8.932201385498047,8.932201385498047,2.9600452169909546,244.72342775110198,-1.6279206948245384,False,False,0,10.270300417897346,9,False
112,560,0.6714813709259033,2.867513656616211,0.6724758148193359,192.10244750976562,1.0399999618530273,18.89109992980957,15.83819580078125,15.83819580078125,2.8305759118483023,247.55400366295027,-0.7153733078604612,False,False,0,12.102445430700357,9,False
113,565,0.6727131605148315,1.3327833414077759,0.6724441051483154,195.27560424804688,1.0399999618530273,9.050493240356445,27.46725845336914,27.46725845336914,3.0866644888588923,250.64066815180914,0.3951543846286216,False,False,0,15.275597855301982,9,False
114,570,0.6725794672966003,1.5944284200668335,0.6725504994392395,196.4793243408203,1.0399999618530273,13.556854248046875,10.417113304138184,10.417113304138184,2.6775315780490825,253.31819972985818,-1.2060511308131878,False,False,0,16.479325144732968,9,False
115,575,0.6717528104782104,2.4814510345458984,0.6722989082336426,197.17254638671875,1.0399999618530273,16.643978118896484,5.9997053146362305,5.9997053146362305,2.700814792900958,256.01901452275916,-1.7375190898697537,False,False,0,17.172539368474077,9,False
116,580,0.6722573637962341,2.776865243911743,0.672236979007721,197.98460388183594,1.0399999618530273,10.57785415649414,7.032883644104004,7.032883644104004,2.6325286291396974,258.65154315189875,-1.5572180564536082,False,False,0,17.984597078246196,9,False
117,585,0.6731328964233398,2.611790180206299,0.6723676323890686,199.11785888671875,1.0399999618530273,7.8333420753479,9.814245223999023,9.814245223999023,2.631494474287175,261.28303762618606,-1.2350814161306625,False,False,0,19.11786068897399,9,False
118,590,0.6738964319229126,2.8021721839904785,0.6726230978965759,199.69781494140625,1.0399999618530273,7.304170608520508,5.019586563110352,5.019586563110352,2.6109815323158605,263.8940191585019,-1.7699309761724171,False,False,0,19.69781309188585,9,False
