decision_step,minute,c_uf,v_buf,c_aver,m_fp,price,q_uf,q_fp,energy_cost_step,total_energy_cost,reward,safety_violation
14,70,0.6759611964225769,0.07520394772291183,0.6759611964225769,6.266659259796143,0.46000000834465027,4.512237071990967,34.03120422363281,1.547266458075737,20.98179460304325,-0.8616584576491271,False
15,75,0.6775470972061157,0.07015491276979446,0.6775470972061157,6.766275882720947,0.46000000834465027,4.20929479598999,34.693355560302734,1.5707002702723059,22.552494873315563,-0.9140134331199603,False
16,80,0.678972065448761,0.08064617961645126,0.678972065448761,7.320342540740967,0.46000000834465027,4.838770866394043,33.67235565185547,1.5350549007398553,24.08754977405542,-0.8274827588566778,False
17,85,0.6804265379905701,0.07828379422426224,0.6804265379905701,7.878303527832031,0.46000000834465027,4.697027683258057,33.83264923095703,1.540476259198347,25.628026033253775,-0.8284676504566018,False
18,90,0.6818713545799255,0.07797210663557053,0.6818713545799255,8.433623313903809,0.46000000834465027,4.678326606750488,34.0228157043457,1.5470701934493525,27.175096226703122,-0.8370439593237016,False
19,95,0.68329256772995,0.07857394963502884,0.68329256772995,8.994392395019531,0.46000000834465027,4.714437007904053,34.04447555541992,1.5478492153087744,28.7229454420119,-0.8322951317277667,False
20,100,0.6846082806587219,0.08607754856348038,0.6846082806587219,9.601505279541016,0.46000000834465027,5.1646528244018555,33.44211196899414,1.5274563689870595,30.250401810998955,-0.7675969825286078,False
21,105,0.6859967708587646,0.08008027821779251,0.6859967708587646,10.187338829040527,0.46000000834465027,4.804816722869873,33.97914505004883,1.5456252701331854,31.79602708113214,-0.8052296013153477,False
22,110,0.6873762011528015,0.07907119393348694,0.6873762011528015,10.76115608215332,0.46000000834465027,4.744271755218506,34.187950134277344,1.5529066226240682,33.3489337037562,-0.8237990346321125,False
23,115,0.6886504292488098,0.08619988709688187,0.6886504292488098,11.377333641052246,0.46000000834465027,5.171993255615234,33.6096076965332,1.5331425965593424,34.88207630031556,-0.7636502881442162,False
24,120,0.6899353265762329,0.08496913313865662,0.6899353265762329,11.999138832092285,0.46000000834465027,5.098147869110107,33.656898498535156,1.534703064809958,36.416779365125535,-0.7594281771969211,False
25,125,0.6912013292312622,0.08556410670280457,0.6912013292312622,12.625076293945312,0.46000000834465027,5.133846282958984,33.737571716308594,1.5374930204474198,37.95427238557294,-0.7578055467364004,False
26,130,0.6924701929092407,0.08418718725442886,0.6924701929092407,13.246228218078613,0.46000000834465027,5.051231384277344,33.92030715942383,1.54374413931151,39.498016524884456,-0.7682181092193603,False
27,135,0.69371098279953,0.08507545292377472,0.69371098279953,13.873003959655762,0.46000000834465027,5.104526996612549,33.8428840637207,1.5411001552793626,41.03911668016383,-0.760214324373016,False
28,140,0.6949085593223572,0.08751566708087921,0.6949085593223572,14.517928123474121,0.46000000834465027,5.250939846038818,33.667850494384766,1.5351904688893094,42.57430714905314,-0.7367475378073323,False
29,145,0.6959983706474304,0.09625379741191864,0.6959983706474304,15.220770835876465,0.46000000834465027,5.775228023529053,33.11792755126953,1.5171266028957444,44.0914337519489,-0.6625708231577672,False
30,150,0.6970570087432861,0.09975716471672058,0.6970570087432861,15.95988941192627,0.46000000834465027,5.985429763793945,32.978248596191406,1.512723919145654,45.60415767109457,-0.6223331220039592,False
31,155,0.6981281042098999,0.09919692575931549,0.6981281042098999,16.70331573486328,0.46000000834465027,5.951815605163574,33.17070770263672,1.51904376701116,47.12320143810572,-0.6237134648769573,False
32,160,0.699162483215332,0.10232125967741013,0.699162483215332,17.467100143432617,0.46000000834465027,6.139275550842285,33.10588836669922,1.51708499429266,48.64028643239837,-0.6015925007610576,False
33,165,0.7003844380378723,0.08474389463663101,0.7003844380378723,18.1321964263916,0.46000000834465027,5.084633827209473,34.35661315917969,1.5591115559051636,50.19939798830353,-0.7381024053828948,False
34,170,0.7012974619865417,0.10945364832878113,0.7012974619865417,18.922510147094727,0.46000000834465027,6.567218780517578,32.5921630859375,1.5008344214584897,51.70023240976202,-0.5604389569966639,False
35,175,0.702329158782959,0.10023454576730728,0.702329158782959,19.696657180786133,0.46000000834465027,6.014072895050049,33.0590934753418,1.5154119877858938,53.215644397547905,-0.5897223806937719,False
36,180,0.70344477891922,0.09092090278863907,0.70344477891922,20.402629852294922,0.46000000834465027,5.455254077911377,33.75720977783203,1.5384166449252576,54.754061042473154,-0.678602167679103,False
37,185,0.7043905854225159,0.10381881892681122,0.7043905854225159,21.175466537475586,0.46000000834465027,6.229129314422607,32.88810729980469,1.5100247228652979,56.264085765338436,-0.5861856594534667,False
38,190,0.7053282260894775,0.10465815663337708,0.7053282260894775,21.975421905517578,0.46000000834465027,6.279489517211914,32.58051681518555,1.500133543727755,57.76421930906618,-0.5501661181945405,False
39,195,0.70619136095047,0.1115119457244873,0.70619136095047,22.821006774902344,0.46000000834465027,6.690716743469238,32.17429733276367,1.4877612272898704,59.25198053635604,-0.49339896449421494,False
40,200,0.7068464756011963,0.13265210390090942,0.7068464756011963,23.8093318939209,0.46000000834465027,7.959125995635986,31.20051383972168,1.460137864842879,60.71211840119893,-0.32580034499923993,False
41,205,0.7071211934089661,0.1754905730485916,0.7071211934089661,25.095882415771484,0.46000000834465027,10.529434204101562,29.532155990600586,1.419805976544348,62.131924377743275,0.008726041027509623,False
42,210,0.7076611518859863,0.1608087569475174,0.7076611518859863,26.359426498413086,0.46000000834465027,9.64852523803711,30.882816314697266,1.4545254345212197,63.586449812264505,-0.0455295335417476,False
43,215,0.7083311676979065,0.15099824965000153,0.7083311676979065,27.541921615600586,0.46000000834465027,9.059894561767578,32.142120361328125,1.490843190979486,65.07729300324401,-0.1592629878555265,False
44,220,0.7080255150794983,0.2531127631664276,0.7080255150794983,29.34214973449707,0.46000000834465027,15.186765670776367,27.390161514282227,1.3889092183156944,66.46620222155968,0.5502088535658276,False
45,225,0.7082470655441284,0.22080451250076294,0.7082470655441284,31.100059509277344,0.46000000834465027,13.248270988464355,30.26508140563965,1.4502297642273612,67.91643198578706,0.45270440271505663,False
46,230,0.7081564664840698,0.26104027032852173,0.7081564664840698,33.057518005371094,0.46000000834465027,15.662416458129883,30.141006469726562,1.460769686748373,69.37720167253546,0.6427644438296607,False
47,235,0.7068579792976379,0.41331031918525696,0.7068579792976379,36.0137939453125,0.46000000834465027,24.79861831665039,24.813051223754883,1.4439657231508862,70.82116739568635,1.656708487512876,False
48,240,0.7051929235458374,0.8323292136192322,0.7053493857383728,39.31810760498047,0.46000000834465027,30.811861038208008,26.029888153076172,1.5965125080111995,72.41767990369753,1.8674519396503262,False
49,245,0.7028349041938782,0.6719726920127869,0.7028349041938782,44.69969940185547,0.46000000834465027,40.318363189697266,51.1713981628418,3.100713305916557,75.51839320961408,2.590948660378666,False
50,250,0.7010180950164795,0.687160313129425,0.7010180950164795,49.8938102722168,0.46000000834465027,41.229618072509766,64.49321746826172,4.492942556683551,80.01133576629763,1.1504639945256017,False
51,255,0.6990694999694824,0.7545148134231567,0.6990694999694824,55.48765563964844,0.46000000834465027,45.27088928222656,67.74259185791016,5.130455470951672,85.14179123724931,0.9764362200417143,False
52,260,0.6974217891693115,0.7492619752883911,0.6974217891693115,61.120357513427734,0.46000000834465027,44.955718994140625,67.83699798583984,5.125842785398779,90.26763402264807,1.019443365073986,False
53,265,0.6958751678466797,0.7422436475753784,0.6958751678466797,66.6756820678711,0.46000000834465027,44.53461837768555,67.7487564086914,5.090335744001897,95.35796976664999,0.9740217383790277,False
54,270,0.6944779753684998,0.7117908000946045,0.6944779753684998,72.01429748535156,0.46000000834465027,42.70744705200195,67.71334838867188,4.989462485059565,100.34743225170958,0.8480985279943898,False
55,275,0.6931004524230957,0.6859951615333557,0.6931004524230957,77.13229370117188,0.46000000834465027,41.15970993041992,66.9924087524414,4.815650982892212,105.16308323460181,0.7839108058572402,False
56,280,0.6912446022033691,0.7260022759437561,0.6912446022033691,82.4230728149414,0.46000000834465027,43.56013488769531,66.71964263916016,4.897773415711239,110.06085665031308,0.8827792724232211,False
57,285,0.6896846890449524,0.6750931143760681,0.6896846890449524,87.44631958007812,0.46000000834465027,40.50558853149414,65.66272735595703,4.609028170964564,114.66988482127762,0.8751246806332231,False
58,290,0.6878964900970459,0.6774070858955383,0.6878964900970459,92.38314819335938,0.46000000834465027,40.64442443847656,64.97615051269531,4.526942403701058,119.19682722497869,0.8625773299458039,False
59,295,0.6859227418899536,0.681936502456665,0.6859227418899536,97.32136535644531,0.46000000834465027,40.91619110107422,64.94178771972656,4.535041113396092,123.73186833837481,0.8566863460313483,False
60,300,0.6837942600250244,0.6873008012771606,0.6837942600250244,102.26622772216797,0.46000000834465027,41.2380485534668,64.60941314697266,4.507948043668029,128.23981638204282,0.8877029962120586,False
61,305,0.682267963886261,0.6011989116668701,0.682267963886261,106.69725799560547,0.46000000834465027,36.07193374633789,63.79977035522461,4.193868411520691,132.43368479356357,0.656549338168162,False
62,310,0.680072009563446,0.6472325921058655,0.680072009563446,111.24290466308594,0.46000000834465027,38.833953857421875,63.61233139038086,4.2778944130084,136.71157920657203,0.6955447183536796,False
63,315,0.6780996918678284,0.6141952276229858,0.6780996918678284,115.63776397705078,0.46000000834465027,36.851715087890625,63.38355255126953,4.171693296998235,140.8832725035702,0.640336220601113,False
64,320,0.67546546459198,0.674679160118103,0.67546546459198,120.29558563232422,0.46000000834465027,40.480751037597656,64.25992584228516,4.4292680864069816,145.31254058997712,0.6714776918300793,False
65,325,0.6729835867881775,0.6653212308883667,0.6729835867881775,124.94940185546875,0.46000000834465027,39.919273376464844,65.86640930175781,4.609442009017811,149.9219825989949,0.5053194385107851,False
66,330,0.6706111431121826,0.6514328122138977,0.6706111431121826,129.47877502441406,0.46000000834465027,39.085968017578125,66.0348129272461,4.5956535733620765,154.51763617235693,0.39327950013524937,False
67,335,0.6683587431907654,0.6314638257026672,0.6683587431907654,133.84713745117188,0.46000000834465027,37.8878288269043,66.0419921875,4.547611732664951,159.06524790502183,0.275521863858601,False
68,340,0.6660093069076538,0.6317472457885742,0.6660093069076538,138.1591033935547,0.46000000834465027,37.90483474731445,65.33941650390625,4.456800499505637,163.5220484045275,0.3008337547403874,False
69,345,0.663653552532196,0.6266434788703918,0.663653552532196,142.41281127929688,0.46000000834465027,37.598609924316406,64.82979583740234,4.379614340635144,167.9016627451626,0.31206138264657923,False
70,350,0.6620205044746399,0.5460336208343506,0.6620205044746399,146.198974609375,0.46000000834465027,32.76201629638672,63.56611633300781,4.056980523728102,171.95864326889074,0.1348766716445864,False
71,355,0.6595203280448914,0.608647882938385,0.6595203280448914,150.18873596191406,0.46000000834465027,36.51887130737305,63.28971481323242,4.147971102465698,176.10661437135641,0.2565954603373588,False
72,360,0.6576323509216309,0.5529099106788635,0.6576323509216309,153.9385528564453,0.46000000834465027,33.17459487915039,62.29225540161133,3.917132040386572,180.02374641174293,0.22439532656084804,False
73,365,0.6550368070602417,0.6095097064971924,0.6550368070602417,157.88816833496094,0.46000000834465027,36.57058334350586,61.45966339111328,3.935016286401111,183.95876269814403,0.4081019406294919,False
74,370,0.6528012752532959,0.5849623084068298,0.6528012752532959,161.7542266845703,0.46000000834465027,35.097740173339844,61.991539001464844,3.9439592308011036,187.90272192894514,0.31648903957842256,False
75,375,0.6515493988990784,0.48891231417655945,0.6515493988990784,165.06614685058594,0.46000000834465027,29.334739685058594,59.14131164550781,3.462882928368567,191.36560485731374,0.19532445339881255,False
76,380,0.6507311463356018,0.4237033426761627,0.6507311463356018,167.9033966064453,0.46000000834465027,25.42220115661621,56.76277160644531,3.1407242666968975,194.5063291240107,0.010597746875194325,False
77,385,0.6493670344352722,0.4436122179031372,0.6493670344352722,170.75,0.46000000834465027,26.61673355102539,52.246646881103516,2.757980055862074,197.2643091798728,0.36443088005347635,False
78,390,0.6480172276496887,0.43380028009414673,0.6480172276496887,173.5598907470703,0.46000000834465027,26.028017044067383,46.944522857666016,2.352812769324658,199.6171219491975,0.692359625841743,False
79,395,0.6468521952629089,0.4119536578655243,0.6468521952629089,176.23399353027344,0.46000000834465027,24.717220306396484,43.288299560546875,2.1048263053098224,201.72194825450725,0.7797623940279246,False
80,400,0.6454871892929077,0.42102426290512085,0.6454871892929077,178.916259765625,0.46000000834465027,25.261455535888672,44.011661529541016,2.155795868704383,203.87774412321158,0.7420477633510345,False
81,405,0.6443039774894714,0.40559276938438416,0.6443039774894714,181.52088928222656,0.46000000834465027,24.3355655670166,43.568687438964844,2.1144469046312633,205.99219102784284,0.7016222236503922,False
82,410,0.6440420746803284,0.3276453912258148,0.6440420746803284,183.70310974121094,0.46000000834465027,19.658723831176758,42.501434326171875,1.992106794652244,207.98429782249508,0.38932703945197056,False
83,415,0.6426128149032593,0.4013552665710449,0.6426128149032593,186.1551513671875,0.46000000834465027,24.081315994262695,37.35192108154297,1.8026378287240838,209.7869356512191,0.8296693763926686,False
84,420,0.6413869857788086,0.3951353132724762,0.6413869857788086,188.6590118408203,0.75,23.708118438720703,36.99699020385742,1.781955992694006,211.5688916439131,0.9000981408023303,False
85,425,0.6411892175674438,0.31830164790153503,0.6411892175674438,190.7616729736328,0.75,19.098098754882812,39.033363342285156,2.95478260134473,214.52367424525784,-0.5566523499813609,False
86,430,0.640809178352356,0.3174275755882263,0.640809178352356,192.76133728027344,0.75,19.045654296875,38.12650680541992,2.8875145265384807,217.41118877179625,-0.599094975477974,False
87,435,0.6402187943458557,0.32643312215805054,0.6402187943458557,194.8022918701172,0.75,19.585987091064453,33.90921401977539,2.6271141388209895,220.03830291061726,-0.32344578314869166,False
88,440,0.6394404172897339,0.34031960368156433,0.6394404172897339,196.9200439453125,0.75,20.41917610168457,29.78440284729004,2.436010807271245,222.47431371788855,-0.07466255248737497,False
89,445,0.6401622891426086,0.23101145029067993,0.6401622891426086,198.50576782226562,0.75,13.860687255859375,36.89677810668945,2.7386902472378254,225.21300396512635,-0.8790987913710313,False
90,450,0.6402208805084229,0.25784093141555786,0.6402208805084229,200.0912322998047,0.75,15.470455169677734,29.47393798828125,2.350436443865878,227.56344040899228,-0.5299265841065997,False
91,455,0.6406917572021484,0.2224823385477066,0.6406917572021484,201.53375244140625,0.75,13.348939895629883,29.259151458740234,2.321464618910212,229.88490502790248,-0.6467988885359812,False
92,460,0.6407005786895752,0.24521027505397797,0.6407005786895752,203.04736328125,0.75,14.712616920471191,21.69611167907715,2.090254948445827,231.9751599763483,-0.3676058054886169,False
93,465,0.6414093971252441,0.1951570361852646,0.6414093971252441,204.33888244628906,0.75,11.70942211151123,22.39225196838379,2.0832110828865487,234.05837105923487,-0.5833724622009149,False
94,470,0.6425865888595581,0.15179917216300964,0.6425865888595581,205.351806640625,0.75,9.107950210571289,20.84520149230957,2.0348743386112345,236.09324539784615,-0.8184742227823061,False
95,475,0.6438684463500977,0.13000790774822235,0.6438684463500977,206.203125,0.75,7.800474643707275,17.928665161132812,1.9766283854095488,238.06987378325564,-0.9276374160998304,False
96,480,0.6452867388725281,0.10812783986330032,0.6452867388725281,206.91885375976562,0.75,6.487670421600342,14.830283164978027,1.932586487614054,240.00246027086965,-1.0236069336846074,False
97,485,0.6466270685195923,0.10153653472661972,0.6466270685195923,207.57598876953125,0.75,6.09219217300415,11.194144248962402,1.901395538452898,241.9038558093225,-1.054112229912893,False
98,490,0.6482167840003967,0.0768197551369667,0.6482167840003967,208.10064697265625,0.75,4.609185218811035,8.56173038482666,1.8867611181588149,243.7906169274813,-1.173435116047114,False
99,495,0.6498569250106812,0.0637076273560524,0.6498569250106812,208.52838134765625,0.75,3.822457790374756,7.713536262512207,1.8833641887338595,245.6739811162152,-1.2672887240424018,False
100,500,0.6516510844230652,0.04521260783076286,0.6516510844230652,208.8454132080078,0.75,2.712756395339966,5.307408332824707,1.877751198005972,247.5517323142211,-1.3729413679475315,False
101,505,0.6533936858177185,0.03967650234699249,0.6533936858177185,209.11123657226562,0.75,2.3805902004241943,4.751894474029541,1.8769620295896545,249.42869434381072,-1.4234477306317084,False
102,510,0.6550745964050293,0.036962032318115234,0.6550745964050293,209.3569793701172,1.0399999618530273,2.217721939086914,4.7884626388549805,1.8769642088200502,251.30565855263077,-1.4435254558009472,False
103,515,0.6566073894500732,0.04169360175728798,0.6566073894500732,209.62530517578125,1.0399999618530273,2.5016160011291504,6.391079902648926,2.6062620315761977,253.9119205842069,-2.077302661201456,False
104,520,0.6581912040710449,0.036220572888851166,0.6581912040710449,209.8721923828125,1.0399999618530273,2.173234462738037,4.280916213989258,2.601997557699004,256.51391814190595,-2.0949187161409806,False
105,525,0.6596848964691162,0.03964565694332123,0.6596848964691162,210.13119506835938,1.0399999618530273,2.378739356994629,5.803126335144043,2.604724093104886,259.1186422350109,-2.0852398518850923,False
106,530,0.6610919833183289,0.044501546770334244,0.6610919833183289,210.42189025878906,1.0399999618530273,2.670092821121216,7.215135097503662,2.608937446756724,261.72757968176774,-2.057355711572294,False
107,535,0.6625304818153381,0.04290064051747322,0.6625304818153381,210.71176147460938,1.0399999618530273,2.574038505554199,6.576345920562744,2.6068225065650283,264.3344021883329,-2.0562756091968053,False
108,540,0.6639207005500793,0.04621652513742447,0.6639207005500793,211.0186004638672,1.0399999618530273,2.772991418838501,7.111377716064453,2.6086217908432623,266.943023979176,-2.0409097961241733,False
109,545,0.6652206182479858,0.053173601627349854,0.6652206182479858,211.36886596679688,1.0399999618530273,3.190416097640991,8.20569896697998,2.6132400270873237,269.55626400626335,-2.0016538994761057,False
110,550,0.6666242480278015,0.04803997650742531,0.6666242480278015,211.7021026611328,1.0399999618530273,2.8823986053466797,7.845667362213135,2.6114803306391723,272.1677443369024,-2.017094634245444,False
111,555,0.6680752038955688,0.04503563418984413,0.6680752038955688,212.01339721679688,1.0399999618530273,2.7021379470825195,7.104616641998291,2.6085653508653994,274.7763096877677,-2.036408464417023,False
112,560,0.6695857644081116,0.040448952466249466,0.6695857644081116,212.29684448242188,1.0399999618530273,2.4269371032714844,6.064726829528809,2.6053699721293624,277.3816796598971,-2.0613867498592073,False
113,565,0.6710588335990906,0.041889920830726624,0.6710588335990906,212.58323669433594,1.0399999618530273,2.513395309448242,7.699615001678467,2.6107104950270834,279.9923901549241,-2.063255659237385,False
114,570,0.6724830269813538,0.04480326920747757,0.6724830269813538,212.88900756835938,1.0399999618530273,2.6881961822509766,8.877389907836914,2.6163135543638196,282.6087037092879,-2.048908529935775,False
115,575,0.6738262176513672,0.050760407000780106,0.6738262176513672,213.2332305908203,1.0399999618530273,3.0456244945526123,8.894287109375,2.6165881276978165,285.2252918369857,-2.010703194351101,False
116,580,0.6752628087997437,0.045055922120809555,0.6752628087997437,213.5553741455078,1.0399999618530273,2.703355312347412,7.342165946960449,2.609411567976177,287.834703404962,-2.0263253372266012,False
117,585,0.6766313910484314,0.049518194049596786,0.6766313910484314,213.8959503173828,1.0399999618530273,2.9710917472839355,9.514440536499023,2.6201317240561472,290.454835129018,-2.0175431409805054,False
118,590,0.6780381798744202,0.04705394059419632,0.6780381798744202,214.23037719726562,1.0399999618530273,2.8232364654541016,9.427431106567383,2.6195218192062866,293.07435694822436,-2.0231497686668627,False
119,595,0.6794438362121582,0.04670741409063339,0.6794438362121582,214.56080627441406,1.0399999618530273,2.8024449348449707,9.319438934326172,2.618864238069865,295.69322118629435,-2.0265465718886184,False
120,600,0.6808310151100159,0.04757943004369736,0.6808310151100159,214.89712524414062,1.0399999618530273,2.8547658920288086,9.12673568725586,2.6177720069531163,298.31099319324755,-2.0196827175569543,False
121,605,0.6819955706596375,0.06440257281064987,0.6819955706596375,215.33189392089844,1.0399999618530273,3.86415433883667,11.430986404418945,2.63516668895047,300.94615988219806,-1.9368663291990025,False
122,610,0.6833244562149048,0.054586827754974365,0.6833244562149048,215.73619079589844,1.0399999618530273,3.275209665298462,10.74068546295166,2.6289078819247007,303.5750677641227,-1.9617270520766596,False
123,615,0.6846064329147339,0.05798342078924179,0.6846064329147339,216.14755249023438,1.0399999618530273,3.4790053367614746,11.449721336364746,2.635009694434384,306.2100774585571,-1.9601463041973086,False
124,620,0.685975968837738,0.051286518573760986,0.685975968837738,216.52684020996094,1.0399999618530273,3.077191114425659,10.92156982421875,2.630230892955947,308.840308351513,-1.9879183473377853,False
125,625,0.6873634457588196,0.04839937016367912,0.6873634457588196,216.88133239746094,1.0399999618530273,2.9039621353149414,9.835227966308594,2.622144217640314,311.4624525691534,-2.0054363182554615,False
126,630,0.6886758804321289,0.05268168821930885,0.6886758804321289,217.25802612304688,1.159999966621399,3.1609013080596924,11.712930679321289,2.637199306600419,314.09965187575386,-1.9967857534620919,False
127,635,0.6897974610328674,0.06770534068346024,0.6897974610328674,217.73011779785156,1.159999966621399,4.062320232391357,13.010457038879395,2.9574155259360015,317.05706740168984,-2.1895937596515282,False
128,640,0.6909008026123047,0.07164612412452698,0.6909008026123047,218.24887084960938,1.159999966621399,4.298767566680908,13.54434585571289,2.9648660007811793,320.02193340247095,-2.1496238205971867,False
129,645,0.6919238567352295,0.08050710707902908,0.6919238567352295,218.8271942138672,1.159999966621399,4.830426216125488,14.812580108642578,2.9850509033295998,323.0069843058005,-2.108215950570424,False
130,650,0.6930364966392517,0.07584495097398758,0.6930364966392517,219.39295959472656,1.159999966621399,4.550696849822998,15.03348445892334,2.988365884236643,325.995350190037,-2.1237596868388424,False
131,655,0.6939026713371277,0.09782271832227707,0.6939026713371277,220.0836181640625,1.159999966621399,5.869363307952881,17.178077697753906,3.033263668521675,329.02861385855863,-2.039291268681864,False
132,660,0.6950529217720032,0.07789251953363419,0.6950529217720032,220.69065856933594,1.159999966621399,4.673551082611084,15.800052642822266,3.00241448923724,332.03102834779577,-2.095129747526789,False
133,665,0.6960424780845642,0.09065835922956467,0.6960424780845642,221.3461151123047,1.159999966621399,5.439501762390137,17.428382873535156,3.0380093087573776,335.069037656553,-2.078754246843158,False
134,670,0.6972293853759766,0.07465093582868576,0.6972293853759766,221.92715454101562,1.159999966621399,4.479056358337402,16.17575454711914,3.009438854291509,338.0784765108445,-2.127455461014951,False
135,675,0.6983133554458618,0.08112002909183502,0.6983133554458618,222.5250701904297,1.159999966621399,4.867201805114746,16.388015747070312,3.014311009631317,341.0927875204758,-2.114960266923134,False
136,680,0.6993997097015381,0.0801529511809349,0.6993997097015381,223.12887573242188,1.159999966621399,4.809176921844482,16.915550231933594,3.025348009036884,344.11813552951264,-2.1189986670550445,False
137,685,0.7002971172332764,0.09620999544858932,0.7002971172332764,223.82998657226562,1.159999966621399,5.772599697113037,18.414411544799805,3.062842138054478,347.18097766756705,-2.0554612096903,False
138,690,0.7013450860977173,0.08470804244279861,0.7013450860977173,224.48780822753906,0.75,5.08248233795166,18.1102294921875,3.0537055635626524,350.23468323112957,-2.0904986414776747,False
139,695,0.7020683288574219,0.11338412761688232,0.7020683288574219,225.30406188964844,0.75,6.8030476570129395,20.672569274902344,2.0246039377233815,352.25928716885284,-1.0058997178995104,False
140,700,0.7029154300689697,0.1067611500620842,0.7029154300689697,226.1255340576172,0.75,6.405669212341309,20.96921730041504,2.030150722629359,354.2894378914821,-1.0056644461940403,False
141,705,0.7036831974983215,0.11561239510774612,0.7036831974983215,226.99295043945312,0.75,6.93674373626709,21.732784271240234,2.048341811655105,356.33777970313736,-0.9760898433819394,False
142,710,0.7046459317207336,0.09939226508140564,0.7046459317207336,227.77699279785156,0.75,5.963535785675049,22.274654388427734,2.059424322736179,358.3972040258735,-1.069434636182493,False
143,715,0.7051430344581604,0.1419629156589508,0.7051430344581604,228.7989044189453,0.75,8.51777458190918,22.690826416015625,2.0758626573630155,360.4730666832365,-0.8463635178912545,False
144,720,0.7058517336845398,0.12891550362110138,0.7058517336845398,229.807861328125,0.75,7.734930515289307,24.154996871948242,2.113067912951869,362.58613459618834,-0.8928064712699835,False
145,725,0.706619143486023,0.12451966851949692,0.706619143486023,230.7720184326172,0.75,7.471179962158203,24.52031898498535,2.1230278720538767,364.7091624682421,-0.946575379100788,False
146,730,0.7075515985488892,0.10771207511425018,0.7075515985488892,231.62820434570312,0.75,6.462724685668945,24.44817352294922,2.1186935205819744,366.82785598882396,-1.0506326660199439,False
147,735,0.7083204388618469,0.11961303651332855,0.7083204388618469,232.53433227539062,0.75,7.176782131195068,23.628631591796875,2.0968883654895922,368.9247443543136,-0.9810718696234264,False
148,740,0.708957314491272,0.13217297196388245,0.708957314491272,233.53872680664062,0.75,7.930378437042236,23.901439666748047,2.106405201831528,371.03114955614507,-0.8913716339311173,False
149,745,0.7096330523490906,0.13011616468429565,0.7096330523490906,234.55184936523438,0.75,7.806970119476318,24.827899932861328,2.133122725939173,373.1642722820843,-0.9066797048467301,False
150,750,0.7105952501296997,0.10141512006521225,0.7105952501296997,235.3855743408203,0.75,6.084907054901123,24.653614044189453,2.1241162974285084,375.2883885795129,-1.0779877719210476,False
151,755,0.7112862467765808,0.12224547564983368,0.7112862467765808,236.30677795410156,0.75,7.334728717803955,25.130952835083008,2.141207607661183,377.4295961871741,-1.00588234982689,False
152,760,0.7117133140563965,0.14902159571647644,0.7117133140563965,237.42959594726562,0.75,8.941295623779297,25.134695053100586,2.1461273849349225,379.575723572109,-0.8086952398211074,False
153,765,0.7125709056854248,0.11031702160835266,0.7125709056854248,238.3539276123047,0.75,6.619021415710449,25.33399200439453,2.145998424963293,381.7217219970724,-1.0070630574536588,False
