mode,mass_mean,mass_std,energy_mean,energy_std,zero_unsafe_rate,completion_rate,inband_rate
DD,417.0219764963978,13.748716880932346,1113.4940000000008,36.89482828256314,0.8,1.0,0.4
CD,399.150545813999,2.4032639590071025,2016.8846578029716,6.653045675677017,0.0,0.8,0.8
CC,400.5395921718866,0.2743879647193213,672.7693813421272,7.174202477825119,1.0,1.0,1.0
